_Kessel_Kessel_Entaschung_Verbrauch seit Aschebox leeren;/40/10021/0/0/12013
_Kessel_Kessel_Entaschung_Aschebox leeren nach;/40/10021/0/0/12120
_Kessel_Kessel_Entaschung_Verbrauch seit Wartung;/40/10021/0/0/12014
_Kessel_Kessel_Pelletsbehälter_Pelletsbehälter auffüllen;/40/10021/0/0/12071
_Kessel_Kessel_Pelletsbehälter_Inhalt Pelletsbehälter;/40/10021/0/0/12011
_Kessel_Kessel_Pelletsbehälter_Saugzeitpunkt;/40/10021/0/0/12152
_Kessel_Kessel_Pelletsbehälter_Saugturbine_Anforderung;/40/10021/0/11042/2001
_Kessel_Sonstiges_Ein/Aus Taste;/40/10021/0/0/12080
_Kessel_Sonstiges_Entaschentaste;/40/10021/0/0/12112
_Lager_Zählerstände_Anzahl Saugvorgänge;/40/10211/0/0/13794
_Lager_Zählerstände_Erfolgreiche Saugvorgänge;/40/10211/0/0/13795
_Lager_Zählerstände_Aktueller Saugvorgang;/40/10211/0/0/13790
_Lager_Zählerstände_Dauer des letzten Saugvorganges;/40/10211/0/0/13791
_Lager_Zählerstände_Anzahl Spülvorgänge;/40/10211/0/0/13792
_Lager_Zählerstände_Erfolgreiche Spülvorgänge;/40/10211/0/0/13793
_Lager_Austragung_Umschalteinheit 8-fach;/40/10211/0/0/12877
_Lager_Austragung_Sollposition;/40/10211/0/0/12874
_Lager_Austragung_Spülposition ?;/40/10211/0/0/12876
_Lager_Austragung_Istposition;/40/10211/0/0/12875
_Lager_Austragung_Pos. ist Spülposition ?;/40/10211/0/0/12878
_Lager_Austragung_Umschalteinheit;/40/10211/0/0/12136
_Lager_Austragung_Soll Position;/40/10211/0/0/12145
_Lager_Austragung_Anzahl Saugvorgänge;/40/10211/0/0/12147
_Lager_Austragung_Umschalten ab;/40/10211/0/0/12148
_Lager_Vorrat_Vorrat Warngrenze;/40/10211/0/0/12042
_Lager_Sonstiges_Vorrat;/40/10211/0/0/12015
_Lager_Sonstiges_Position 1;/40/10211/0/0/12262
_Lager_Sonstiges_Position 2;/40/10211/0/0/12263
_Lager_Sonstiges_Position 3;/40/10211/0/0/12264
_Lager_Sonstiges_Position 4;/40/10211/0/0/12539
_Lager_Sonstiges_Position 5;/40/10211/0/0/12879
_Lager_Sonstiges_Position 6;/40/10211/0/0/12880
_Lager_Sonstiges_Position 7;/40/10211/0/0/12881
_Lager_Sonstiges_Position 8;/40/10211/0/0/12882
_Lager_Sonstiges_Taste Vor;/40/10211/0/0/12883
_Lager_Sonstiges_Taste Zurück;/40/10211/0/0/12884
_Sys_Eingänge_Außentemperatur;/40/10241/0/0/12197
_Sys_System_Außentemperatur;/40/10241/0/0/12197
